id,tnea_code,sl_no,department_code,department_name,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_marker
2986,4957,6,BM,BIO MEDICAL ENGINEERING,60,2026,,,
2987,4959,1,BT,BIO TECHNOLOGY,60,2002,Yes,2026,
2988,4959,2,CE,CIVIL ENGINEERING,30,2009,No,,
2989,4959,3,CS,COMPUTER SCIENCE AND ENGINEERING,180,1998,Yes,2026,
2990,4959,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1998,Yes,2026,
2991,4959,5,IT,INFORMATION TECHNOLOGY,120,2000,Yes,2027,
2992,4959,6,ME,MECHANICAL ENGINEERING,30,2005,Yes,2026,
2993,4959,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,Yes,2026,
2994,4959,8,MZ,Mechatronics Engineering,60,2014,Yes,2027,
2995,4959,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
2996,4960,1,CE,CIVIL ENGINEERING,120,1984,Yes,2028,
2997,4960,2,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,1984,Yes,2028,
2998,4960,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1984,Yes,2028,
2999,4960,4,CS,COMPUTER SCIENCE AND ENGINEERING,180,1987,Yes,2028,
3000,4960,5,ME,MECHANICAL ENGINEERING,120,1993,Yes,2028,
3001,4960,6,IT,INFORMATION TECHNOLOGY,120,2001,Yes,2028,
3002,4960,7,BT,BIO TECHNOLOGY,60,2002,Yes,2028,
3003,4960,8,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2020,No,,
3004,4960,9,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
3005,4960,10,AR,Architecture,40,2022,No,,
3006,4961,1,CE,CIVIL ENGINEERING,30,2012,No,,
3007,4961,2,CS,COMPUTER SCIENCE AND ENGINEERING,90,2000,No,,
3008,4961,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2000,No,,
3009,4961,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,No,,
3010,4961,5,ME,MECHANICAL ENGINEERING,30,2011,No,,
3011,4961,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2024,No,,
3012,4961,7,SC,Computer Science and Engineering (Cyber Security),30,2024,No,,
3013,4962,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
3014,4962,2,CE,CIVIL ENGINEERING,60,2012,Yes,2028,
3015,4962,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,1984,Yes,2028,
3016,4962,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,1984,Yes,2026,
3017,4962,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1994,Yes,2028,
3018,4962,6,IT,INFORMATION TECHNOLOGY,60,2001,Yes,2028,
3019,4962,7,ME,MECHANICAL ENGINEERING,60,1984,Yes,2028,
3020,4964,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
3021,4964,2,AE,AERONAUTICAL ENGINEERING,60,2005,No,,
3022,4964,3,CE,CIVIL ENGINEERING,60,2009,No,,
3023,4964,4,CS,COMPUTER SCIENCE AND ENGINEERING,90,2001,Yes,2026,
3024,4964,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2004,Yes,2026,
3025,4964,6,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,90,2001,No,,
3026,4964,7,ME,MECHANICAL ENGINEERING,60,2009,Yes,2026,
3027,4964,8,MR,MARINE ENGINEERING,60,2002,No,,
3028,4964,9,MU,MECHANICAL AND AUTOMATION ENGINEERING,60,2011,No,,
3029,4964,10,BM,BIO MEDICAL ENGINEERING,60,2024,No,,
3030,4964,11,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2024,No,,
3031,4965,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
3032,4965,2,BM,BIO MEDICAL ENGINEERING,60,2019,No,,
3033,4965,3,BT,BIO TECHNOLOGY,30,2002,Yes,2027,
3034,4965,4,CE,CIVIL ENGINEERING,30,2009,No,,
3035,4965,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180,1999,Yes,2028,
3036,4965,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,90,2001,Yes,2028,
3037,4965,7,ME,MECHANICAL ENGINEERING,60,2005,Yes,2027,
3038,4965,8,IT,INFORMATION TECHNOLOGY,60,2023,No,,
3039,4965,9,CS,COMPUTER SCIENCE AND ENGINEERING,240,1999,Yes,2028,
3040,4966,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
3041,4966,2,CS,COMPUTER SCIENCE AND ENGINEERING,90,1998,Yes,2027,
3042,4966,3,CE,CIVIL ENGINEERING,30,2012,No,,
3043,4966,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,1999,No,,
3044,4966,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,1998,Yes,2027,
3045,4966,6,ME,MECHANICAL ENGINEERING,60,1998,No,,
3046,4967,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2023,No,,
3047,4967,2,CE,CIVIL ENGINEERING,30,2008,No,,
3048,4967,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2001,No,,
3049,4967,4,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
3050,4967,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
3051,4967,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2006,No,,
3052,4967,7,ME,MECHANICAL ENGINEERING,30,2009,No,,
3053,4967,8,IT,INFORMATION TECHNOLOGY,60,2023,No,,
3054,4968,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
3055,4968,2,CE,CIVIL ENGINEERING,30,2002,No,,
3056,4968,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2000,No,,
3057,4968,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2006,No,,
3058,4968,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2000,No,,
3059,4968,6,ME,MECHANICAL ENGINEERING,30,2000,No,,
3060,4968,7,SC,Computer Science and Engineering (Cyber Security),60,2025,No,,
3061,4969,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2024,No,,
3062,4969,2,CS,COMPUTER SCIENCE AND ENGINEERING,180,2001,No,,
3063,4969,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2001,No,,
3064,4969,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2002,No,,
3065,4969,5,ME,MECHANICAL ENGINEERING,60,2003,No,,
3066,4969,6,IT,INFORMATION TECHNOLOGY,60,2025,No,,
3067,4969,7,SC,Computer Science and Engineering (Cyber Security),60,2026,,,
3068,4970,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2000,No,,
3069,4970,2,CE,CIVIL ENGINEERING,30,2010,No,,
3070,4970,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2004,No,,
3071,4970,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2000,No,,
3072,4970,5,ME,MECHANICAL ENGINEERING,30,2010,No,,
3073,4970,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,No,,
3074,4971,1,CE,CIVIL ENGINEERING,30,1999,Yes,2027,
3075,4971,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,1998,Yes,2028,
3076,4971,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1998,Yes,2028,
3077,4971,4,IT,INFORMATION TECHNOLOGY,60,2001,Yes,2027,
3078,4971,5,ME,MECHANICAL ENGINEERING,120,2003,Yes,2028,
3079,4971,6,CS,COMPUTER SCIENCE AND ENGINEERING,180,1998,Yes,2027,
3080,4971,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2022,No,,
3081,4971,8,SC,Computer Science and Engineering (Cyber Security),60,2025,No,,
3082,4974,1,ME,MECHANICAL ENGINEERING,120,1981,No,,
3083,4974,2,CE,CIVIL ENGINEERING,60,1981,Yes,2027,
3084,4974,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,1988,Yes,2028,
3085,4974,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,1985,Yes,2028,
3086,4974,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,1981,Yes,2027,
3087,4974,6,EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,2025,No,,
3088,4974,7,IB,INDUSTRIAL BIO TECHNOLOGY,60,2025,No,,
3089,4975,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2002,Yes,2026,
3090,4975,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
3091,4975,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,40,2002,No,,
3092,4975,4,CE,CIVIL ENGINEERING,30,2018,No,,
3093,4975,5,ME,MECHANICAL ENGINEERING,30,2018,No,,
3094,4976,1,AE,AERONAUTICAL ENGINEERING,30,2005,No,,
3095,4976,2,AG,AGRICULTURAL ENGINEERING,30,2020,No,,
3096,4976,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2002,No,,
3097,4976,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2002,No,,
3098,4976,5,ME,MECHANICAL ENGINEERING,30,2005,No,,
3099,4976,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2025,No,,
3100,4976,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2025,No,,
3101,4977,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
3102,4977,2,CS,COMPUTER SCIENCE AND ENGINEERING,120,2002,No,,
3103,4977,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2002,No,,
3104,4977,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,27,2004,No,,
3105,4977,5,ME,MECHANICAL ENGINEERING,60,2009,No,,
3106,4977,6,BM,BIO MEDICAL ENGINEERING,60,2026,,,**
3107,4977,7,SC,Computer Science and Engineering (Cyber Security),30,2026,,,**
3108,4978,1,AE,AERONAUTICAL ENGINEERING,30,2012,No,,
3109,4978,2,BM,BIO MEDICAL ENGINEERING,120,2005,No,,
3110,4978,3,BT,BIO TECHNOLOGY,60,2002,No,,
3111,4978,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2006,No,,
3112,4978,5,CE,CIVIL ENGINEERING,60,2011,No,,
3113,4978,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2005,No,,
3114,4978,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2002,No,,
3115,4978,8,ME,MECHANICAL ENGINEERING,90,2005,No,,
3116,4978,9,AG,AGRICULTURAL ENGINEERING,60,2022,No,,
3117,4978,10,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2022,No,,
3118,4978,11,RM,ROBOTICS AND AUTOMATION,30,2022,No,,
3119,4978,12,SC,Computer Science and Engineering (Cyber Security),60,2022,No,,
3120,4980,1,CS,COMPUTER SCIENCE AND ENGINEERING,120,2004,No,,
3121,4980,2,CE,CIVIL ENGINEERING,30,2009,No,,
3122,4980,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2004,No,,
3123,4980,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2004,No,,
3124,4980,5,ME,MECHANICAL ENGINEERING,60,2004,No,,
3125,4980,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
3126,4981,1,CS,COMPUTER SCIENCE AND ENGINEERING,180,2004,No,,
3127,4981,2,CE,CIVIL ENGINEERING,30,2012,No,,
3128,4981,3,ME,MECHANICAL ENGINEERING,60,2004,No,,
3129,4981,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2004,No,,
3130,4981,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2004,No,,
3131,4981,6,IT,INFORMATION TECHNOLOGY,60,2006,No,,
3132,4981,7,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
3133,4981,8,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180,2022,No,,
3134,4982,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
3135,4982,2,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),30,2023,No,,
3136,4982,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2004,No,,
3137,4982,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2004,No,,
3138,4982,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2004,No,,
3139,4982,6,CE,CIVIL ENGINEERING,30,2013,No,,
3140,4982,7,ME,MECHANICAL ENGINEERING,30,2004,No,,
3141,4982,8,SC,Computer Science and Engineering (Cyber Security),30,2023,No,,
3142,4982,9,IT,INFORMATION TECHNOLOGY,30,2025,No,,
3143,4982,10,BM,BIO MEDICAL ENGINEERING,60,2026,,,
3144,4983,1,AE,AERONAUTICAL ENGINEERING,30,2006,No,,
3145,4983,2,AG,AGRICULTURAL ENGINEERING,60,2022,No,,
3146,4983,3,CS,COMPUTER SCIENCE AND ENGINEERING,60,2006,No,,
3147,4983,4,CE,CIVIL ENGINEERING,60,2011,No,,
3148,4983,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2006,No,,
3149,4983,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2014,No,,
3150,4983,7,ME,MECHANICAL ENGINEERING,60,2006,No,,
3151,4983,8,RM,ROBOTICS AND AUTOMATION,30,2012,No,,
3152,4984,1,CE,CIVIL ENGINEERING,30,2010,No,,
3153,4984,2,CS,COMPUTER SCIENCE AND ENGINEERING,90,2006,No,,
3154,4984,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2006,No,,
3155,4984,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2006,No,,
3156,4984,5,ME,MECHANICAL ENGINEERING,60,2010,No,,
3157,4984,6,IT,INFORMATION TECHNOLOGY,60,2006,No,,
3158,4984,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
3159,4986,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
3160,4986,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2023,No,,
3161,4986,3,IT,INFORMATION TECHNOLOGY,60,2023,No,,
3162,4986,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2023,No,,
3163,4986,5,ME,MECHANICAL ENGINEERING,60,2023,No,,
3164,4986,6,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2023,No,,
3165,4989,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2024,No,,
3166,4989,2,AG,AGRICULTURAL ENGINEERING,60,2021,No,,
3167,4989,3,CE,CIVIL ENGINEERING,60,2007,No,,
3168,4989,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2007,No,,
3169,4989,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2007,No,,
3170,4989,6,IT,INFORMATION TECHNOLOGY,60,2007,No,,
3171,4989,7,ME,MECHANICAL ENGINEERING,60,2008,No,,
3172,4989,8,AU,AUTOMOBILE ENGINEERING,30,2014,No,,
3173,4989,9,BM,BIO MEDICAL ENGINEERING,30,2024,No,,
3174,4992,1,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
3175,4992,2,CE,CIVIL ENGINEERING,0,2010,No,,
3176,4992,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
3177,4992,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
3178,4992,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2008,No,,
3179,4992,6,IT,INFORMATION TECHNOLOGY,60,2008,No,,
3180,4992,7,ME,MECHANICAL ENGINEERING,60,2010,No,,
3181,4992,8,BM,BIO MEDICAL ENGINEERING,60,2025,No,,
3182,4992,9,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2026,,,**
3183,4993,1,BM,BIO MEDICAL ENGINEERING,60,2020,No,,
3184,4993,2,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
3185,4993,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
3186,4993,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
3187,4993,5,IT,INFORMATION TECHNOLOGY,60,2017,No,,
3188,4993,6,ME,MECHANICAL ENGINEERING,60,2010,No,,
3189,4993,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
3190,4993,8,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
3191,4994,1,CE,CIVIL ENGINEERING,30,2014,No,,
3192,4994,2,ME,MECHANICAL ENGINEERING,30,2009,No,,
3193,4994,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,120,2008,No,,
3194,4994,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
3195,4994,5,IT,INFORMATION TECHNOLOGY,60,2022,No,,
3196,4994,6,CS,COMPUTER SCIENCE AND ENGINEERING,120,2008,No,,
3197,4994,7,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,2024,No,,
3198,4996,1,CE,CIVIL ENGINEERING,30,2009,No,,
3199,4996,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
3200,4996,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
3201,4996,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2008,No,,
3202,4996,5,ME,MECHANICAL ENGINEERING,60,2011,No,,
3203,4996,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
3204,4996,7,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,30,2023,No,,
3205,4998,1,CE,CIVIL ENGINEERING,30,2009,No,,
3206,4998,2,CS,COMPUTER SCIENCE AND ENGINEERING,30,2008,No,,
3207,4998,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2008,No,,
3208,4998,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2008,No,,
3209,4998,5,ME,MECHANICAL ENGINEERING,45,2008,No,,
3210,4999,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2020,No,,
3211,4999,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
3212,4999,3,ME,MECHANICAL ENGINEERING,60,2009,No,,
3213,4999,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
3214,4999,5,BM,BIO MEDICAL ENGINEERING,60,2023,No,,
3215,5008,1,CE,CIVIL ENGINEERING,40,1957,Yes,2031,
3216,5008,2,CN,CIVIL ENGINEERING (SS),80,2007,Yes,2031,
3217,5008,3,ME,MECHANICAL ENGINEERING,50,1957,Yes,2028,
3218,5008,4,MF,MECHANICAL ENGINEERING (SS),70,2000,Yes,2028,
3219,5008,5,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,50,1957,Yes,2031,
3220,5008,6,EY,ELECTRICAL AND ELECTRONICS ENGINEERING (SS),70,2000,Yes,2031,
3221,5008,7,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,50,1978,Yes,2031,
3222,5008,8,EM,ELECTRONICS AND COMMUNICATION ENGINEERING (SS),130,2000,Yes,2031,
3223,5008,9,CS,COMPUTER SCIENCE AND ENGINEERING,50,1985,Yes,2028,
3224,5008,10,CM,COMPUTER SCIENCE AND ENGINEERING (SS),130,2000,Yes,2028,
3225,5008,11,IM,INFORMATION TECHNOLOGY (SS),240,1999,Yes,2028,
3226,5008,12,MG,MECHATRONICS (SS),60,2014,Yes,2028,
3227,5008,13,CW,Computer Science and Business System (SS),120,2020,No,,
3228,5008,14,CG,Computer Science and Engineering (Artificial Intelligence and Machine Learning) (SS),60,2024,No,,
3229,5008,15,ID,Interior Design (SS),30,2024,No,,
3230,5008,16,FT,FASHION TECHNOLOGY,30,2026,,,**
3231,5008,17,EV,Electronics Engineering (VLSI Design and Technology),60,2026,,,**
3232,5008,18,EF,Electrical and Computer Engineering,60,2026,,,**
3233,5009,1,CE,CIVIL ENGINEERING,60,2012,No,,
3234,5009,2,ME,MECHANICAL ENGINEERING,60,2012,No,,
3235,5009,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2012,No,,
3236,5009,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2012,No,,
3237,5009,5,CS,COMPUTER SCIENCE AND ENGINEERING,60,2012,No,,
3238,5009,6,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60,2025,No,,
3239,5010,1,CE,CIVIL ENGINEERING,60,2018,No,,
3240,5010,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2018,No,,
3241,5010,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2022,No,,
3242,5010,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2018,No,,
3243,5010,5,ME,MECHANICAL ENGINEERING,60,2018,No,,
3244,5010,6,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,No,,
3245,5010,7,EV,Electronics Engineering (VLSI Design and Technology),30,2026,,,
3246,5012,1,CC,CHEMICAL AND ELECTRO CHEMICAL ENGINEERING (SS),40,1988,Yes,2028,
3247,5017,1,CE,CIVIL ENGINEERING,30,2008,No,,
3248,5017,2,ME,MECHANICAL ENGINEERING,30,2008,No,,
3249,5017,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2008,No,,
3250,5017,4,CS,COMPUTER SCIENCE AND ENGINEERING,60,2008,No,,
3251,5017,5,XC,CIVIL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
3252,5017,6,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
3253,5017,7,EF,Electrical and Computer Engineering,30,2024,No,,
3254,5022,1,CE,CIVIL ENGINEERING,30,2009,No,,
3255,5022,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2015,No,,
3256,5022,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2009,No,,
3257,5022,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2009,No,,
3258,5022,5,ME,MECHANICAL ENGINEERING,30,2009,No,,
3259,5022,6,XC,CIVIL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
3260,5022,7,XM,MECHANICAL ENGINEERING (TAMIL MEDIUM),30,2010,No,,
3261,5022,8,IT,INFORMATION TECHNOLOGY,60,2026,,,
3262,5502,1,CE,CIVIL ENGINEERING,30,2010,No,,
3263,5502,2,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2010,No,,
3264,5502,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2010,No,,
3265,5502,4,ME,MECHANICAL ENGINEERING,30,2010,No,,
3266,5502,5,AG,AGRICULTURAL ENGINEERING,30,2022,No,,
3267,5502,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2023,No,,
3268,5502,7,CS,COMPUTER SCIENCE AND ENGINEERING,120,2010,No,,
3269,5502,8,IT,INFORMATION TECHNOLOGY,60,2026,,,##
3270,5530,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2022,No,,
3271,5530,2,CE,CIVIL ENGINEERING,30,2011,No,,
3272,5530,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2013,Yes,2025,
3273,5530,4,IT,INFORMATION TECHNOLOGY,60,2023,No,,
3274,5530,5,CB,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,2022,No,,
3275,5530,6,CS,COMPUTER SCIENCE AND ENGINEERING,60,2011,No,,
3276,5530,7,ME,MECHANICAL ENGINEERING,30,2011,Yes,2025,
3277,5530,8,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2011,Yes,2025,
3278,5530,9,SC,Computer Science and Engineering (Cyber Security),60,2023,No,,
3279,5530,10,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2024,No,,
3280,5532,1,CE,CIVIL ENGINEERING,60,2012,No,,
3281,5532,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2012,No,,
3282,5532,3,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,2012,No,,
3283,5532,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2012,No,,
3284,5532,5,ME,MECHANICAL ENGINEERING,60,2012,No,,
3285,5533,1,CE,CIVIL ENGINEERING,60,2011,No,,
3286,5533,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2011,No,,
3287,5533,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,30,2011,No,,
3288,5533,4,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2011,No,,
3289,5533,5,ME,MECHANICAL ENGINEERING,60,2011,No,,
3290,5533,6,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,30,2025,No,,
3291,5533,7,AG,AGRICULTURAL ENGINEERING,30,2025,No,,
3292,5533,8,FT,FASHION TECHNOLOGY,30,2025,No,,
3293,5536,1,AG,AGRICULTURAL ENGINEERING,60,2020,No,,
3294,5536,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2013,No,,
3295,5536,3,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2013,No,,
3296,5536,4,EV,Electronics Engineering (VLSI Design and Technology),30,2025,No,,
3297,5536,5,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2023,No,,
3298,5536,6,IT,INFORMATION TECHNOLOGY,30,2025,No,,
3299,5536,7,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,30,2013,No,,
3300,5536,8,ME,MECHANICAL ENGINEERING,30,2013,No,,
3301,5545,1,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,2025,,,
3302,5545,2,AL,Artificial Intelligence and Machine Learning,60,2025,,,
3303,5545,3,CS,COMPUTER SCIENCE AND ENGINEERING,120,2025,,,
3304,5545,4,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2025,,,
3305,5545,5,IT,INFORMATION TECHNOLOGY,60,2025,,,
3306,5545,6,EF,Electrical and Computer Engineering,60,2026,,,##
3307,5546,1,ME,MECHANICAL ENGINEERING,60,2025,,,
3308,5546,2,CS,COMPUTER SCIENCE AND ENGINEERING,60,2025,,,
3309,5546,3,CF,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),60,2025,,,
3310,5546,4,AM,Computer Science and Engineering (Artificial Intelligence and Machine Learning),60,2025,,,
3311,5546,5,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,60,2026,,,
