tnea_code,sl_no,branch_code,approved_intake,year_of_starting,nba_accredited,accreditation_valid_upto,approval_note
2618,6,EE,120,1997.0,Yes,2028,
2618,7,FT,60,2005.0,Yes,2028,
2618,8,IT,180,1998.0,Yes,2028,
2618,9,ME,150,1997.0,Yes,2028,
2618,10,MZ,90,2018.0,No,,
2618,11,EC,240,1999.0,Yes,2031,
2618,12,EX,60,2024.0,No,,
2618,13,EF,60,2024.0,No,,
2618,14,AM,90,2022.0,No,,
2618,15,CB,60,2025.0,No,,
2618,16,SF,30,2025.0,No,,
2618,17,SC,60,2025.0,No,,
2618,18,EL,60,2025.0,No,,
4911,1,AD,60,2026.0,,,
4911,2,IT,60,2026.0,,,
4911,3,CS,60,2026.0,,,
4911,4,EC,60,2026.0,,,
4911,5,EE,60,2026.0,,,
4911,6,ME,60,2026.0,,,
1438,1,ME,60,2010.0,No,,
1438,2,CE,30,2010.0,No,,
1438,3,CS,45,2010.0,No,,
1438,4,EE,30,2010.0,No,,
1438,5,EC,45,2010.0,No,,
2673,1,AM,60,2023.0,No,,
2673,2,SC,90,2023.0,No,,
2673,3,IT,90,2023.0,No,,
2673,4,CS,120,2010.0,No,,
2673,5,EC,120,2010.0,No,,
2673,6,CE,30,2010.0,No,,
2673,7,EE,60,2010.0,No,,
2673,8,ME,60,2010.0,No,,
2673,9,AD,120,2024.0,No,,
1217,1,AU,30,2014.0,No,,
1217,2,AD,60,2020.0,No,,
1217,3,CE,30,2002.0,No,,
1217,4,CS,60,1999.0,No,,
1217,5,EC,60,1999.0,No,,
1217,6,EE,30,1999.0,No,,
1217,7,FD,60,2020.0,No,,
1217,8,BM,30,2018.0,No,,
1217,9,MU,30,2020.0,No,,
1217,10,BT,60,2003.0,No,,
1217,11,IT,60,2023.0,No,,
1217,12,SC,30,2023.0,No,,
1217,13,AM,30,2023.0,No,,
1217,14,CB,30,2023.0,No,,
4970,1,CS,120,2000.0,No,,
4970,2,CE,30,2010.0,No,,
4970,3,EC,60,2004.0,No,,
4970,4,EE,60,2000.0,No,,
4970,5,ME,30,2010.0,No,,
4970,6,AD,60,2025.0,No,,
2767,1,AD,30,2022.0,No,,
2767,2,BM,60,2020.0,No,,
2767,3,CE,30,2010.0,No,,
2767,4,CS,60,2009.0,No,,
2767,5,EE,60,2009.0,No,,
2767,6,ME,60,2009.0,No,,
2767,7,IT,30,2022.0,No,,
2767,8,SC,30,2023.0,No,,
1513,1,CS,60,1999.0,No,,
1513,2,EC,60,1999.0,No,,
1513,3,IT,60,1999.0,No,,
1513,4,AD,60,2024.0,No,,
1513,5,CB,60,2024.0,No,,
3852,1,CE,60,2009.0,No,,
3852,2,CS,60,2009.0,No,,
3852,3,EE,30,2009.0,No,,
3852,4,EC,60,2009.0,No,,
3852,5,IT,60,2023.0,No,,
3852,6,AD,60,2025.0,No,,
2739,1,CS,240,2008.0,Yes,2028,
2739,2,EC,180,2008.0,Yes,2028,
2739,3,EE,60,2008.0,Yes,2028,
2739,4,ME,30,2009.0,Yes,2028,
2739,5,CO,60,2019.0,Yes,2028,
2739,6,IT,60,2019.0,Yes,2028,
2739,7,AD,240,2020.0,No,,
2739,8,CB,60,2020.0,No,,
2739,9,AM,120,2022.0,No,,
2739,10,SC,60,2024.0,No,,
2739,11,EV,30,2026.0,,,
1150,1,AG,60,2018.0,No,,
1150,2,BM,60,2018.0,No,,
1150,3,ME,60,2014.0,No,,
1150,4,AD,60,2023.0,No,,
1150,5,CS,60,2023.0,No,,
1526,1,CE,30,2010.0,No,,
1526,2,CS,60,2009.0,No,,
1526,3,EE,30,2009.0,No,,
1526,4,EC,30,2009.0,No,,
1526,5,ME,60,2009.0,No,,
2718,1,AD,540,2020.0,No,,
2718,2,CB,69,2019.0,No,,
2718,3,CE,90,2012.0,Yes,2026,
2718,4,CJ,60,2019.0,No,,
2718,5,CS,1080,1998.0,Yes,2026,
2718,6,EC,540,1998.0,Yes,2026,
2718,7,EE,180,2001.0,Yes,2026,
2718,8,IT,540,1998.0,Yes,2026,
2718,9,ME,198,1998.0,Yes,2026,
2718,10,SC,180,2022.0,No,,
2718,11,MZ,138,2000.0,Yes,2028,
2718,12,AM,60,2025.0,No,,
2718,13,CI,0,2025.0,No,,
1427,1,CS,60,2000.0,No,,
1427,2,EE,30,2005.0,No,,
1427,3,EC,60,2000.0,No,,
1427,4,IT,30,2000.0,No,,
1427,5,FT,30,2007.0,No,,
1427,6,AD,60,2023.0,No,,
1335,1,CE,60,2009.0,No,,
1335,2,EE,23,2009.0,No,,
1335,3,EC,30,2009.0,No,,
1335,4,ME,60,2009.0,No,,
1335,5,AM,60,2023.0,No,,
1335,6,SC,60,2023.0,No,,
1218,1,CE,30,2011.0,No,,
1218,2,CS,120,1996.0,No,,
1218,3,EC,90,1996.0,No,,
1218,4,EE,30,1996.0,No,,
1218,5,ME,30,1996.0,No,,
1218,6,IT,90,2000.0,No,,
1218,7,AD,120,2020.0,No,,
1218,8,BM,30,2020.0,No,,
1218,9,RM,30,2020.0,No,,
1218,10,PH,30,2020.0,No,,
1218,11,SC,60,2026.0,,,
5502,1,CE,30,2010.0,No,,
5502,2,EC,60,2010.0,No,,
5502,3,EE,30,2010.0,No,,
5502,4,ME,30,2010.0,No,,
5502,5,AG,30,2022.0,No,,
5502,6,AD,60,2023.0,No,,
5502,7,CS,120,2010.0,No,,
5502,8,IT,60,2026.0,,,Subject to Both AU and AICTE approval
1115,1,EE,30,1993.0,No,,
1115,2,AD,60,2020.0,No,,
1115,3,CS,60,1995.0,No,,
1115,4,EC,30,1993.0,No,,
1115,5,ME,30,1993.0,No,,
1115,6,AM,30,2023.0,No,,
1115,7,CB,30,2023.0,No,,
1115,8,SC,30,2023.0,No,,
3454,1,AD,60,2022.0,No,,
3454,2,BM,60,2020.0,No,,
3454,3,CS,150,2012.0,No,,
3454,4,AG,60,2018.0,No,,
3454,5,ME,30,2012.0,No,,
3454,6,EC,60,2025.0,No,,
3454,7,SC,30,2023.0,,,
2719,1,AE,30,2008.0,Yes,2026,
2719,2,BM,60,2006.0,Yes,2026,
2719,3,CE,60,2012.0,Yes,2026,
2719,4,CS,180,1994.0,Yes,2028,
2719,5,EC,180,1994.0,Yes,2028,
2719,6,EE,90,1994.0,Yes,2028,
2719,7,EI,60,2001.0,Yes,2028,
2719,8,IT,120,1997.0,Yes,2028,
2719,9,ME,90,1994.0,Yes,2028,
2719,10,RM,60,2019.0,Yes,2028,
2719,11,AD,30,2020.0,No,,
2719,12,CJ,60,2021.0,No,,
2725,1,CS,180,2002.0,No,,
2725,2,EE,60,2002.0,No,,
2725,3,EC,120,2002.0,Yes,2028,
2725,4,ME,30,2005.0,No,,
2725,5,IT,60,2006.0,Yes,2028,
2725,6,AD,60,2025.0,No,,
1426,1,CS,120,2002.0,No,,
1426,2,EC,60,2002.0,No,,
1426,3,EE,30,2002.0,No,,
1426,4,ME,60,2002.0,No,,
1426,5,AD,120,2023.0,No,,
1426,6,IT,90,2008.0,No,,
1426,7,CB,0,2024.0,No,,
1426,8,SC,60,2026.0,,,
2342,1,AD,90,2023.0,No,,Subject to Anna University approval
2342,2,CS,150,2011.0,Yes,2028,
2342,3,CE,30,2012.0,No,,
2342,4,EC,60,2011.0,No,,
2342,5,EE,30,2011.0,Yes,2028,
2342,6,IT,60,2023.0,No,,
2342,7,ME,30,2011.0,No,,
2342,8,RM,30,2026.0,,,Subject to Anna University approval
2342,9,SC,30,2026.0,,,Subject to Anna University approval
1445,1,CS,180,2009.0,No,,
1445,2,EC,60,2009.0,No,,
1445,3,EE,60,2009.0,No,,
1445,4,ME,60,2009.0,No,,
1445,5,AD,60,2024.0,No,,
1419,1,SC,180,2024.0,No,,
1419,2,AD,300,2020.0,No,,
1419,3,CE,30,2007.0,No,,
1419,4,EC,600,1995.0,Yes,2026,
1419,5,CS,600,1998.0,Yes,2028,
1419,6,EE,180,1995.0,Yes,2028,
1419,7,EI,120,2007.0,Yes,2028,
1419,8,ME,120,1992.0,Yes,2028,
1419,9,IT,480,1999.0,Yes,2028,
1419,10,CB,60,2020.0,No,,
1419,11,CJ,60,2021.0,No,,
1419,12,AM,180,2022.0,No,,
1419,13,CI,120,2022.0,No,,
1419,14,MZ,60,2025.0,No,,
1419,15,CO,60,2025.0,No,,
2737,1,CE,30,2008.0,No,,
2737,2,CS,60,2007.0,No,,
2737,3,AM,30,2023.0,No,,
2737,4,SC,30,2023.0,No,,
2737,5,EC,60,2007.0,No,,
2737,6,EE,30,2007.0,No,,
2737,7,ME,60,2009.0,No,,
2737,8,IT,60,2007.0,No,,
2737,9,AD,60,2024.0,No,,
2727,1,IT,180,2006.0,Yes,2028,
2727,2,EC,240,2006.0,Yes,2027,
2727,3,EE,60,2006.0,Yes,2028,
2727,4,ME,60,2009.0,Yes,2028,
2727,5,AG,60,2015.0,Yes,2027,
2727,6,BT,60,2016.0,Yes,2026,
2727,7,BM,60,2016.0,Yes,2026,
2727,8,CE,60,2011.0,No,,
2727,9,FD,60,2016.0,Yes,2027,
2727,10,AL,180,2021.0,No,,
2727,11,SC,120,2022.0,No,,
2727,12,EV,60,2024.0,No,,
2727,13,CS,360,2006.0,Yes,2028,
2727,14,AD,300,2021.0,No,,
2302,1,AG,30,2016.0,Yes,2027,
2302,2,AD,180,2020.0,No,,Subject to Both AU and AICTE approval
2302,3,BM,60,2020.0,No,,
2302,4,IT,60,2020.0,No,,
2302,5,CS,120,2011.0,No,,Subject to Both AU and AICTE approval
2302,6,EC,120,2011.0,No,,Subject to Both AU and AICTE approval
2302,7,ME,60,2011.0,Yes,2026,
2302,8,SC,120,2023.0,No,,Subject to Both AU and AICTE approval
2302,9,AL,60,2026.0,,,Subject to Anna University approval
2302,10,CO,60,2026.0,,,Subject to Both AU and AICTE approval
1219,1,AD,120,2020.0,No,,
1219,2,BT,120,2005.0,Yes,2028,
1219,3,CE,60,2008.0,Yes,2026,
1219,4,CH,120,1994.0,Yes,2028,
1219,5,CS,360,1985.0,Yes,2028,
1219,6,EE,180,1994.0,Yes,2028,
1219,7,EC,240,1985.0,Yes,2028,
1219,8,IT,120,1996.0,Yes,2028,
1219,9,ME,120,1985.0,Yes,2028,
1219,10,MU,60,2022.0,No,,
1219,11,MB,30,2024.0,No,,
1116,1,CE,30,2003.0,No,,
1116,2,ME,60,2005.0,No,,
1116,3,EC,60,2002.0,No,,
1116,4,EE,30,2000.0,No,,
1116,5,CS,60,2000.0,No,,
1116,6,AM,30,2023.0,No,,
1116,7,AD,60,2023.0,No,,
1116,8,IT,30,2023.0,No,,
1116,9,SC,30,2023.0,No,,
1121,1,AD,30,2023.0,No,,
1121,2,CS,60,2002.0,No,,
1121,3,EC,60,2002.0,No,,
1121,4,EE,30,2002.0,No,,
1121,5,ME,60,2009.0,No,,
1413,1,AD,120,2020.0,No,,
1413,2,CS,120,2010.0,No,,
1413,3,SC,120,2022.0,No,,
1413,4,EC,60,2010.0,No,,
1413,5,EE,30,2010.0,No,,
1413,6,ME,30,2010.0,No,,
1413,7,AM,120,2024.0,No,,
1413,8,CB,60,2024.0,No,,
1413,9,CD,60,2024.0,No,,
1413,10,EV,60,2024.0,No,,
1413,11,EA,60,2024.0,No,,
1413,12,IT,60,2024.0,No,,
4996,1,CE,30,2009.0,No,,
4996,2,CS,60,2008.0,No,,
4996,3,EC,60,2008.0,No,,
4996,4,EE,60,2008.0,No,,
4996,5,ME,60,2011.0,No,,
4996,6,AD,60,2023.0,No,,
4996,7,CB,30,2023.0,No,,
3477,1,AD,60,2026.0,,,
3477,2,BM,60,2026.0,,,
3477,3,CS,120,2026.0,,,
3477,4,EE,60,2026.0,,,
3477,5,EC,60,2026.0,,,
3477,6,IT,60,2026.0,,,
3477,7,ME,60,2026.0,,,
3815,1,AD,30,2023.0,No,,
3815,2,BM,30,2022.0,No,,
3815,3,BT,30,2002.0,No,,
3815,4,CS,60,1998.0,No,,
3815,5,EC,60,1998.0,No,,
3815,6,EE,30,2002.0,No,,
3815,7,IT,60,1998.0,No,,
3815,8,ME,30,2011.0,No,,
3815,9,TX,0,1998.0,No,,
3815,10,SC,60,2026.0,,,
3815,11,AM,30,2026.0,,,
5842,1,CE,30,2009.0,No,,
5842,2,ME,30,2009.0,No,,
5842,3,EC,120,2009.0,No,,
5842,4,EE,30,2009.0,No,,
5842,5,CS,180,2010.0,No,,
5842,6,IT,120,2011.0,No,,
5842,7,AD,120,2023.0,No,,
5842,8,SC,60,2023.0,No,,
5842,9,AM,60,2023.0,No,,
3795,1,CE,60,2010.0,No,,
3795,2,CS,300,2010.0,Yes,2027,
3795,3,EC,180,2010.0,Yes,2027,
3795,4,EE,60,2010.0,No,,
3795,5,ME,120,2010.0,Yes,2027,
3795,6,AD,180,2022.0,No,,
3795,7,IT,120,2025.0,No,,
3795,8,AL,60,2025.0,No,,
1422,1,CE,30,2009.0,No,,
1422,2,CS,180,1999.0,Yes,2026,
1422,3,EE,60,2001.0,Yes,2028,
1422,4,EC,180,1999.0,Yes,2026,
1422,5,EI,60,2002.0,Yes,2028,
1422,6,ME,60,2008.0,Yes,2026,
1422,7,IT,120,1999.0,No,,
1422,8,AG,60,2019.0,No,,
1422,9,CY,60,2020.0,No,,
1422,10,MD,60,2019.0,No,,
1422,11,AD,120,2020.0,No,,
5530,1,AD,60,2022.0,No,,
5530,2,CE,30,2011.0,No,,
5530,3,EE,60,2013.0,Yes,2025,
5530,4,IT,60,2023.0,No,,
5530,5,CB,60,2022.0,No,,
5530,6,CS,60,2011.0,No,,
5530,7,ME,30,2011.0,Yes,2025,
5530,8,EC,60,2011.0,Yes,2025,
5530,9,SC,60,2023.0,No,,
5530,10,AM,60,2024.0,No,,
3860,1,CS,60,2009.0,No,,
3860,2,EC,60,2009.0,No,,
3860,3,EE,60,2009.0,No,,
3860,4,ME,60,2009.0,No,,
3860,5,AM,60,2023.0,No,,
1325,1,CS,180,2008.0,No,,
1325,2,IT,90,2008.0,No,,
1325,3,EC,90,2008.0,No,,
1325,4,ME,60,2009.0,No,,
1325,5,AD,60,2022.0,No,,
1325,6,SC,60,2025.0,No,,
3825,1,IT,120,2024.0,No,,
3825,2,AD,120,2022.0,No,,
3825,3,CS,120,2007.0,No,,
3825,4,EC,60,2007.0,No,,
3825,5,EE,30,2007.0,No,,
3825,6,ME,30,2008.0,No,,
3825,7,SC,60,2026.0,,,
1317,1,AL,120,2021.0,No,,
1317,2,BT,60,2002.0,Yes,2028,
1317,3,EC,360,1994.0,Yes,2025,
1317,4,IT,480,1997.0,Yes,2025,
1317,5,MZ,30,2024.0,No,,
1317,6,SC,120,2024.0,No,,
1317,7,AD,420,2021.0,No,,
1317,8,CS,540,1997.0,Yes,2025,
1317,9,CB,60,2025.0,No,,
1317,10,ME,90,1998.0,Yes,2025,
1317,11,CH,30,1994.0,Yes,2025,
1317,12,EE,120,1996.0,Yes,2025,
1317,13,CJ,60,2025.0,No,,
1317,14,AM,60,2026.0,,,
1243,1,AD,60,2022.0,No,,
1243,2,EC,60,2009.0,No,,
1243,3,CS,60,2010.0,No,,
1243,4,IT,60,2009.0,No,,
1243,5,SC,60,2022.0,No,,
5919,1,BT,60,2002.0,No,,
5919,2,CH,30,1998.0,No,,
5919,3,CS,60,1998.0,No,,
5919,4,EE,30,2002.0,No,,
5919,5,EC,60,1998.0,No,,
5919,6,ME,30,2012.0,No,,
5919,7,AM,60,2023.0,No,,
5919,8,BM,30,2023.0,No,,
4933,1,CS,120,2011.0,No,,
4933,2,EC,90,2009.0,No,,
4933,3,EE,30,2009.0,No,,
4933,4,ME,30,2009.0,No,,
4933,5,AD,120,2024.0,No,,
1127,1,AD,120,2023.0,No,,
1127,2,BT,60,2014.0,No,,
1127,3,CS,120,2008.0,No,,
1127,4,CH,30,2014.0,No,,
1127,5,EC,60,2008.0,No,,
1127,6,EE,60,2009.0,No,,
1127,7,IT,120,2008.0,No,,
1127,8,ME,60,2008.0,No,,
1127,9,AR,20,2012.0,No,,
1127,10,CB,60,2025.0,No,,
4971,1,CE,30,1999.0,Yes,2027,
4971,2,EC,120,1998.0,Yes,2028,
4971,3,EE,60,1998.0,Yes,2028,
4971,4,IT,60,2001.0,Yes,2027,
4971,5,ME,120,2003.0,Yes,2028,
4971,6,CS,180,1998.0,Yes,2027,
4971,7,AD,120,2022.0,No,,
4971,8,SC,60,2025.0,No,,
4672,1,CE,60,2014.0,No,,
4672,2,CS,120,2012.0,Yes,2028,
4672,3,EC,60,2012.0,No,,
4672,4,EE,60,2012.0,No,,
4672,5,ME,60,2012.0,Yes,2028,
4672,6,AD,120,2023.0,No,,
4672,7,BM,60,2026.0,,,
2770,1,CS,150,2009.0,No,,
2770,2,EC,60,2009.0,No,,
2770,3,EE,30,2010.0,No,,
2770,4,ME,30,2009.0,No,,
2770,5,AD,120,2023.0,No,,
2770,6,IT,30,2023.0,No,,
2770,7,AM,30,2024.0,No,,
2770,8,SC,60,2024.0,No,,
3920,1,AD,120,2020.0,No,,
3920,2,CE,30,2005.0,No,,
3920,3,CS,120,2000.0,No,,
3920,4,AM,60,2023.0,No,,
3920,5,EC,30,2000.0,No,,
3920,6,EE,30,2000.0,No,,
3920,7,ME,30,2000.0,No,,
3920,8,CY,60,2025.0,No,,
3920,9,IT,60,2025.0,No,,
2360,1,AD,90,2022.0,No,,
2360,2,AG,30,2023.0,No,,
2360,3,EC,60,2012.0,No,,
2360,4,ME,30,2012.0,No,,
2360,5,MZ,30,2012.0,No,,
2360,6,IT,30,2023.0,No,,
2360,7,CS,90,2026.0,,,Subject to Anna University approval
4925,1,AD,120,2025.0,No,,
4925,2,AU,30,2025.0,No,,
4925,3,BC,30,2025.0,No,,
4925,4,CH,60,2025.0,No,,
4925,5,CE,180,2025.0,No,,
4925,6,CS,120,2025.0,No,,
4925,7,EE,120,2025.0,No,,
4925,8,FD,30,2025.0,No,,
4925,9,IT,60,2025.0,No,,
4925,10,ME,120,2025.0,No,,
4925,11,MD,90,2025.0,No,,
4925,12,PC,30,2025.0,No,,
4925,13,PH,30,2025.0,No,,
2748,1,CS,60,2008.0,No,,
2748,2,EC,60,2008.0,No,,
2748,3,SC,30,2023.0,No,,
2748,4,AD,60,2023.0,No,,
2748,5,BM,60,2023.0,No,,
2748,6,IT,120,2023.0,No,,
2748,7,ME,30,2009.0,No,,
2748,8,AM,30,2024.0,No,,
1434,1,AU,30,2010.0,No,,
1434,2,CE,30,2009.0,No,,
1434,3,CS,60,2008.0,No,,
1434,4,EE,60,2008.0,No,,
1434,5,EC,60,2008.0,No,,
1434,6,ME,60,2009.0,No,,
1434,7,AD,60,2022.0,No,,
1434,8,AG,30,2023.0,No,,
1434,9,AE,30,2010.0,No,,
1434,10,SC,30,2023.0,No,,
5921,1,AD,60,2021.0,No,,
5921,2,CB,30,2021.0,No,,
5921,3,CS,120,1998.0,No,,
5921,4,EC,60,1998.0,Yes,2027,
5921,5,EE,30,1998.0,Yes,2027,
5921,6,ME,30,2009.0,Yes,2027,
5921,7,CE,30,2011.0,No,,
5921,8,BM,30,2023.0,No,,
5921,9,IT,30,2024.0,No,,
1241,1,AD,60,2022.0,No,,
1241,2,CS,90,2009.0,No,,
1241,3,EC,60,2009.0,No,,
1241,4,EE,30,2009.0,No,,
1241,5,AM,30,2024.0,No,,
1241,6,IT,60,2024.0,No,,
1241,7,ME,30,2009.0,No,,
1415,1,CE,60,2010.0,No,,
1415,2,CS,30,2010.0,No,,
1415,3,EE,60,2010.0,No,,
1415,4,EC,30,2010.0,No,,
1415,5,ME,60,2010.0,No,,
1420,1,AD,60,2022.0,No,,
1420,2,AE,30,2005.0,No,,
1420,3,CS,120,1998.0,Yes,2027,
1420,4,EC,60,1996.0,Yes,2027,
1420,5,IT,120,1996.0,Yes,2027,
1420,6,ME,30,1998.0,No,,
1420,7,SC,60,2024.0,No,,
2646,1,AD,60,2022.0,No,,
2646,2,AM,30,2023.0,No,,
2646,3,CE,30,2009.0,No,,
2646,4,CS,60,2008.0,No,,
2646,5,EC,60,2008.0,No,,
2646,6,EE,60,2008.0,No,,
2646,7,ME,60,2008.0,No,,
2646,8,IT,60,2025.0,No,,
2721,1,AU,30,2006.0,No,,
2721,2,CE,30,1984.0,No,,
2721,3,CS,60,1988.0,No,,
2721,4,EC,60,1988.0,No,,
2721,5,EE,30,2006.0,No,,
2721,6,IC,30,1984.0,No,,
2721,7,ME,30,1984.0,No,,
2721,8,IT,60,2023.0,No,,
2721,9,AD,60,2022.0,No,,
4669,1,CE,30,2011.0,No,,
4669,2,EE,30,2011.0,No,,
4669,3,ME,30,2011.0,No,,
4669,4,CS,60,2011.0,No,,
4669,5,EC,60,2011.0,No,,
4669,6,AD,60,2024.0,No,,
4669,7,SC,30,2024.0,No,,
4669,8,IT,60,2025.0,No,,
1319,1,CS,120,1995.0,No,,
1319,2,CE,60,2012.0,No,,
1319,3,EC,60,1995.0,No,,
1319,4,EE,60,1995.0,No,,
1319,5,EI,0,2000.0,No,,Subject to Anna University approval
1319,6,ME,60,1995.0,No,,
1319,7,IT,120,1999.0,No,,
1319,8,AD,120,2020.0,No,,
1319,9,SC,60,2026.0,,,
1319,10,AM,60,2026.0,,,
1516,1,CE,60,1990.0,Yes,2025,
1516,2,ME,120,1990.0,Yes,2025,
1516,3,EC,120,1990.0,Yes,2025,
1516,4,EE,60,2018.0,No,,
1516,5,CS,60,2018.0,No,,
1516,6,RM,60,2025.0,No,,
2625,1,AG,60,2020.0,No,,
2625,2,AD,120,2022.0,No,,
2625,3,BM,60,2020.0,No,,
2625,4,CH,30,2020.0,No,,
2625,5,CE,30,2009.0,No,,
2625,6,CS,180,2006.0,No,,
2625,7,EE,60,2006.0,No,,
2625,8,EC,60,2006.0,No,,
2625,9,IT,120,2020.0,No,,
2625,10,ME,60,2008.0,No,,
5988,1,CE,60,2009.0,No,,
5988,2,CS,60,2007.0,No,,
5988,3,EE,60,2007.0,No,,
5988,4,EC,60,2007.0,No,,
5988,5,ME,60,2007.0,No,,
5988,6,IT,60,2023.0,No,,
5988,7,AM,60,2024.0,No,,
5008,1,CE,40,1957.0,Yes,2031,
5008,2,CN,80,2007.0,Yes,2031,
5008,3,ME,50,1957.0,Yes,2028,
5008,4,MF,70,2000.0,Yes,2028,
5008,5,EE,50,1957.0,Yes,2031,
5008,6,EY,70,2000.0,Yes,2031,
5008,7,EC,50,1978.0,Yes,2031,
5008,8,EM,130,2000.0,Yes,2031,
5008,9,CS,50,1985.0,Yes,2028,
5008,10,CM,130,2000.0,Yes,2028,
5008,11,IM,240,1999.0,Yes,2028,
5008,12,MG,60,2014.0,Yes,2028,
5008,13,CW,120,2020.0,No,,
5008,14,CG,60,2024.0,No,,
5008,15,ID,30,2024.0,No,,
5008,16,FT,30,2026.0,,,Subject to Anna University approval
5008,17,EV,60,2026.0,,,Subject to Anna University approval
5008,18,EF,60,2026.0,,,Subject to Anna University approval
1517,1,CE,30,2005.0,No,,
1517,2,CS,120,1999.0,No,,
1517,3,EC,30,2005.0,No,,
1517,4,EE,30,2000.0,No,,
1517,5,AD,30,2023.0,No,,
1517,6,ME,60,1999.0,No,,
1517,7,IT,30,2007.0,No,,
1517,8,AG,30,2024.0,No,,
1518,1,CS,90,1998.0,No,,
1518,2,EE,30,2005.0,No,,
1518,3,EC,60,1998.0,No,,
1518,4,IT,68,1999.0,No,,
1518,5,ME,60,1998.0,No,,
1518,6,AM,30,2023.0,No,,
3822,1,CE,30,2012.0,No,,
3822,2,CS,60,1998.0,No,,
3822,3,EC,30,1999.0,No,,
3822,4,ME,60,1995.0,No,,
3822,5,AD,30,2023.0,No,,
3822,6,IT,30,2023.0,No,,
3822,7,EE,60,1995.0,No,,
3822,8,BM,60,2026.0,,,
3820,1,CE,60,2012.0,No,,
3820,2,CS,150,1998.0,No,,
3820,3,AM,30,2023.0,No,,
3820,4,AD,60,2020.0,No,,
3820,5,EC,60,1998.0,No,,
3820,6,EE,60,2004.0,No,,
3820,7,ME,60,1998.0,No,,
3820,8,MC,60,2012.0,No,,
3820,9,SC,30,2026.0,,,
3820,10,CB,60,2026.0,,,
4978,1,AE,30,2012.0,No,,
4978,2,BM,120,2005.0,No,,
4978,3,BT,60,2002.0,No,,
4978,4,CS,60,2006.0,No,,
4978,5,CE,60,2011.0,No,,
4978,6,EE,60,2005.0,No,,
4978,7,EC,30,2002.0,No,,
4978,8,ME,90,2005.0,No,,
4978,9,AG,60,2022.0,No,,
4978,10,AM,60,2022.0,No,,
4978,11,RM,30,2022.0,No,,
4978,12,SC,60,2022.0,No,,
5942,1,CE,30,2013.0,No,,
5942,2,CS,60,2009.0,No,,
5942,3,EC,60,2009.0,No,,
5942,4,EE,30,2009.0,No,,
5942,5,IT,60,2011.0,No,,
5942,6,ME,30,2009.0,No,,
5942,7,AD,60,2025.0,No,,
2761,1,CS,120,2009.0,No,,
2761,2,EC,120,2009.0,No,,
2761,3,RM,30,2020.0,No,,
2761,4,AD,120,2020.0,No,,
2761,5,SC,60,2022.0,No,,
2761,6,IT,60,2022.0,No,,
4675,1,CE,30,2011.0,No,,
4675,2,CS,60,2011.0,No,,
4675,3,EC,60,2011.0,No,,
4675,4,ME,60,2011.0,No,,
4675,5,CB,30,2023.0,No,,
4675,6,AD,30,2024.0,No,,
4675,7,EE,30,2011.0,No,,
3016,1,CE,30,2008.0,No,,
3016,2,CS,60,2008.0,No,,
3016,3,EC,60,2008.0,No,,
3016,4,EE,60,2009.0,No,,
3016,5,ME,30,2008.0,No,,
3016,6,XC,30,2010.0,No,,
3016,7,XM,30,2010.0,No,,
1015,1,EC,60,2009.0,No,,
1015,2,EE,60,2009.0,No,,
1015,3,ME,30,2009.0,No,,
1015,4,XM,30,2010.0,No,,
1015,5,CS,60,2009.0,No,,
1015,6,AM,60,2026.0,,,
5022,1,CE,30,2009.0,No,,
5022,2,CS,60,2015.0,No,,
5022,3,EC,60,2009.0,No,,
5022,4,EE,60,2009.0,No,,
5022,5,ME,30,2009.0,No,,
5022,6,XC,30,2010.0,No,,
5022,7,XM,30,2010.0,No,,
5022,8,IT,60,2026.0,,,
1026,1,CS,60,2010.0,No,,
1026,2,EC,60,2010.0,No,,
1026,3,EE,60,2010.0,No,,
1026,4,ME,60,2010.0,No,,
1026,5,SC,60,2026.0,,,
4023,1,CE,60,2009.0,No,,
4023,2,ME,60,2009.0,No,,
4023,3,CS,120,2009.0,No,,
4023,4,EC,60,2009.0,No,,
4023,5,EE,60,2015.0,No,,
4023,6,IT,60,2014.0,No,,
4023,7,XC,30,2010.0,No,,
4023,8,XM,30,2010.0,No,,
3019,1,CE,30,2008.0,No,,
3019,2,XC,30,2010.0,No,,
3019,3,CS,60,2008.0,No,,
3019,4,EE,60,2009.0,No,,
3019,5,EC,60,2008.0,No,,
3019,6,ME,30,2008.0,No,,
3019,7,XM,30,2010.0,No,,
3019,8,AM,60,2025.0,No,,
3021,1,CE,60,2009.0,No,,
3021,2,CS,60,2015.0,No,,
3021,3,EC,60,2009.0,No,,
3021,4,EE,30,2009.0,No,,
3021,5,ME,30,2009.0,No,,
3021,6,XC,30,2009.0,No,,
3021,7,XM,30,2009.0,No,,
3021,8,AM,30,2026.0,,,Subject to Anna University approval
5017,1,CE,30,2008.0,No,,
5017,2,ME,30,2008.0,No,,
5017,3,EC,60,2008.0,No,,
5017,4,CS,60,2008.0,No,,
5017,5,XC,30,2010.0,No,,
5017,6,XM,30,2010.0,No,,
5017,7,EF,30,2024.0,No,,
3018,1,CS,90,2008.0,No,,
3018,2,EC,60,2008.0,No,,
3018,3,EE,30,2009.0,No,,
3018,4,CE,30,2008.0,No,,
3018,5,ME,30,2008.0,No,,
3018,6,AD,30,2025.0,No,,
3018,7,EX,30,2025.0,No,,
3018,8,XC,30,2010.0,No,,
